,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2001-02-26,406.25,-0.961,0.137,0.818,0.045,410.2,412.9,403.25,6221601.0
2001-02-27,402.1,-0.4588,0.096,0.831,0.073,407.5,409.25,397.3,5610643.0
2001-02-28,414.1,-0.815,0.109,0.834,0.056,402.0,420.0,400.65,11049522.0
2001-03-01,438.2,0.9442,0.042,0.821,0.137,416.0,446.0,416.0,15937433.0
2001-03-02,419.1,0.0,0.0,1.0,0.0,440.0,451.0,415.15,13416273.0
2001-03-05,408.65,0.4767,0.0,0.392,0.608,420.5,425.0,402.5,9439887.0
2001-03-09,409.5,0.0,0.0,1.0,0.0,411.1,411.1,398.65,3926498.0
2001-03-13,388.1,-0.1531,0.444,0.556,0.0,401.05,418.5,375.4,5264998.0
2001-03-14,399.4,-0.8992,0.073,0.906,0.021,389.0,404.9,385.15,3372451.0
2001-03-15,397.25,-0.4592,0.061,0.885,0.054,393.0,401.45,388.1,2484258.0
2001-03-16,384.0,0.0,0.0,1.0,0.0,394.0,399.25,379.1,3203308.0
2001-03-19,382.5,0.7342,0.079,0.804,0.117,381.0,388.0,375.6,2258808.0
2001-03-20,373.35,0.2263,0.096,0.805,0.099,384.0,384.75,370.5,1821965.0
2001-03-21,401.3,-0.9491,0.123,0.839,0.038,376.5,403.25,365.25,3322003.0
2001-03-22,393.4,-0.9389,0.153,0.777,0.07,405.35,408.8,391.0,2868227.0
2001-03-23,379.55,0.9786,0.062,0.796,0.142,394.0,400.65,374.3,3543428.0
2001-03-26,384.2,0.2478,0.059,0.858,0.083,380.0,386.6,376.1,1771673.0
2001-03-27,390.7,-0.9305,0.109,0.867,0.024,383.0,394.4,381.7,2935850.0
2001-03-28,402.0,-0.9718,0.143,0.808,0.049,395.0,405.0,393.6,2667459.0
2001-03-29,396.45,-0.9321,0.114,0.841,0.044,401.25,405.85,394.0,3813078.0
2001-03-30,389.55,0.8606,0.1,0.771,0.129,394.1,396.7,386.65,2456373.0
2001-04-04,383.1,-0.5673,0.092,0.839,0.069,380.15,387.7,378.25,1451637.0
2001-04-06,382.75,0.8169,0.029,0.888,0.083,383.0,392.95,381.0,1167280.0
2001-04-09,357.25,-0.4156,0.083,0.842,0.075,380.2,383.7,351.75,4892591.0
2001-04-10,328.6,-0.8012,0.097,0.845,0.058,355.2,355.2,326.3,3654586.0
2001-04-11,324.25,-0.7067,0.08,0.867,0.052,330.0,337.55,306.65,5682346.0
2001-04-12,297.35,-0.471,0.078,0.867,0.055,318.0,318.0,292.1,6499976.0
2001-04-16,308.15,-0.8673,0.098,0.855,0.047,292.6,313.0,290.0,4508901.0
2001-04-17,315.2,-0.8665,0.119,0.815,0.066,307.0,321.8,306.0,3952056.0
2001-04-18,327.2,0.9543,0.055,0.808,0.136,314.0,329.9,303.0,6574312.0
2001-04-19,369.75,0.886,0.047,0.841,0.112,329.95,378.6,329.95,10637686.0
2001-04-20,358.85,0.8392,0.081,0.8,0.119,369.9,374.9,353.1,5761492.0
2001-04-23,354.1,-0.9745,0.143,0.819,0.038,355.0,363.4,350.75,3256283.0
2001-04-24,349.45,-0.5267,0.089,0.864,0.047,351.2,353.0,344.5,2665902.0
2001-04-25,358.65,0.7891,0.061,0.842,0.097,350.0,363.0,348.0,4960851.0
2001-04-26,354.85,0.9222,0.036,0.85,0.114,360.45,365.9,351.8,5102487.0
2001-04-27,345.35,0.7887,0.1,0.763,0.136,351.0,351.0,332.6,5167914.0
2001-05-02,342.3,-0.8674,0.143,0.766,0.091,342.0,346.5,336.2,2262729.0
2001-05-03,343.95,0.858,0.066,0.793,0.141,341.0,348.8,339.65,2340189.0
2001-05-04,343.7,0.9363,0.021,0.85,0.129,343.15,346.0,341.0,1256387.0
2001-05-07,340.9,-0.9216,0.142,0.765,0.093,343.0,347.4,339.55,1124575.0
2001-05-08,346.1,-0.968,0.145,0.797,0.058,340.5,348.2,340.05,2199889.0
2001-05-09,351.75,-0.4404,0.11,0.792,0.098,347.0,357.8,346.55,4449038.0
2001-05-10,355.15,-0.1414,0.098,0.786,0.117,351.9,356.7,350.6,2180184.0
2001-05-11,355.35,-0.8379,0.117,0.779,0.104,356.45,361.3,354.15,2230650.0
2001-05-14,359.8,0.9295,0.093,0.772,0.136,355.0,362.05,354.65,1776515.0
2001-05-15,370.8,0.9091,0.043,0.83,0.126,357.0,372.4,348.15,4649081.0
2001-05-16,366.95,-0.4878,0.077,0.878,0.045,372.6,374.8,365.15,3317202.0
2001-05-17,382.55,-0.865,0.124,0.798,0.078,368.9,385.05,368.9,5799635.0
2001-05-18,374.85,0.4456,0.068,0.857,0.075,384.7,384.85,373.0,3017492.0
2001-05-22,377.45,-0.9907,0.134,0.8,0.066,377.85,381.5,375.7,2107258.0
2001-05-25,393.55,0.0772,0.0,0.606,0.394,393.95,397.7,391.05,4265228.0
2001-05-28,398.8,-0.9979,0.135,0.807,0.059,394.0,401.9,394.0,2605823.0
2001-05-29,403.4,-0.9584,0.081,0.847,0.072,399.0,406.95,397.0,3057001.0
2001-05-30,391.55,-0.5713,0.073,0.85,0.077,406.0,406.7,389.95,3905928.0
2001-06-01,380.25,0.0,0.0,1.0,0.0,393.25,394.25,378.1,3076039.0
2001-06-04,374.75,0.0,0.0,1.0,0.0,382.0,382.95,371.25,2222897.0
2001-06-05,372.95,0.25,0.4,0.0,0.6,372.75,377.8,370.5,2025266.0
2001-06-07,364.2,0.0,0.0,1.0,0.0,367.0,367.45,357.15,3763376.0
2001-06-20,344.85,-0.9976,0.135,0.789,0.075,335.0,351.0,335.0,1863287.0
2001-06-21,341.1,-0.9179,0.157,0.738,0.105,344.75,350.45,340.0,3372739.0
2001-06-22,342.4,-0.9287,0.102,0.84,0.058,342.0,343.8,336.2,2226943.0
2001-06-25,341.45,0.9668,0.073,0.806,0.121,340.7,343.1,335.55,1765526.0
2001-06-26,346.8,0.9444,0.074,0.805,0.121,340.5,348.85,339.0,2028177.0
2001-06-27,358.1,-0.9927,0.142,0.783,0.076,346.0,359.9,342.8,3165398.0
2001-06-28,362.3,-0.9031,0.097,0.831,0.072,358.0,366.45,356.5,2752289.0
2001-06-29,368.5,-0.9751,0.136,0.782,0.082,362.5,373.45,360.1,1923989.0
2001-07-02,358.65,-0.5267,0.145,0.855,0.0,370.8,395.0,352.3,1007720.0
2001-07-03,329.4,-0.4767,0.188,0.626,0.186,349.6,352.0,324.0,4698452.0
2001-07-05,331.75,-0.8834,0.229,0.702,0.069,332.0,336.4,328.05,2005530.0
2001-07-06,325.7,-0.34,0.061,0.939,0.0,324.0,329.3,321.0,1224736.0
2001-07-09,327.2,0.7335,0.098,0.784,0.118,324.0,330.0,316.1,2564180.0
2001-07-10,333.7,-0.9231,0.119,0.788,0.092,331.5,334.9,327.0,1783315.0
2001-07-11,336.6,-0.9807,0.101,0.864,0.035,332.0,340.75,329.1,1143594.0
2001-07-12,340.2,-0.967,0.136,0.826,0.037,338.5,342.7,337.2,1247953.0
2001-07-13,344.0,-0.987,0.124,0.778,0.099,341.75,350.75,332.3,2040818.0
2001-07-16,332.0,-0.9071,0.104,0.793,0.103,338.9,342.0,330.0,1533243.0
2001-07-17,333.0,-0.9991,0.16,0.756,0.083,329.0,336.4,325.1,1155950.0
2001-07-18,326.75,-0.9958,0.115,0.816,0.069,334.05,335.45,325.0,1483925.0
2001-07-19,324.1,-0.9958,0.115,0.81,0.075,325.0,326.45,321.0,1207297.0
2001-07-20,313.9,-0.8786,0.111,0.789,0.101,326.0,326.1,310.5,1828817.0
2001-07-23,313.0,-0.998,0.138,0.812,0.05,310.0,316.0,300.0,139127.0
2001-07-24,314.35,-0.9979,0.117,0.82,0.063,301.2,316.5,301.2,992324.0
2001-07-25,310.7,-0.9975,0.124,0.806,0.07,314.5,315.45,308.7,1224927.0
2001-07-26,304.85,-0.9997,0.177,0.739,0.084,308.0,312.4,302.8,2175744.0
2001-07-27,306.05,-0.9966,0.105,0.836,0.059,303.5,307.95,300.0,1281491.0
2001-07-30,312.85,-0.7781,0.08,0.836,0.084,305.45,314.0,303.3,1499863.0
2001-07-31,318.85,-0.9981,0.115,0.814,0.071,314.75,320.75,303.65,3962478.0
2001-08-01,315.5,-0.9992,0.138,0.818,0.044,320.95,322.25,312.25,1875223.0
2001-08-02,317.8,-0.9982,0.112,0.829,0.059,314.0,320.9,309.55,1627268.0
2001-08-03,317.2,-0.9753,0.092,0.836,0.072,317.5,321.1,310.3,3430847.0
2001-08-06,323.2,-0.9969,0.107,0.82,0.073,317.0,324.65,315.25,1825026.0
2001-08-07,329.15,-0.9983,0.109,0.829,0.061,321.05,330.0,321.05,2348302.0
2001-08-08,328.45,-0.9981,0.116,0.809,0.075,324.9,331.0,322.55,1784988.0
2001-08-09,335.8,-0.9836,0.08,0.858,0.062,326.0,339.75,325.0,2330234.0
2001-08-10,339.8,-0.9979,0.101,0.84,0.058,338.0,341.45,334.1,2537055.0
2001-08-13,326.55,-0.9988,0.133,0.788,0.079,339.5,340.9,324.6,1985420.0
2001-08-14,321.05,-0.9862,0.101,0.824,0.076,329.7,329.7,319.65,2950685.0
2001-08-16,326.9,-0.9747,0.081,0.856,0.063,323.0,331.45,321.0,2878695.0
2001-08-17,317.55,-0.9963,0.106,0.811,0.083,327.0,328.8,316.25,2705062.0
2001-08-20,317.85,-0.9023,0.111,0.772,0.116,315.0,321.9,314.55,1979019.0
2001-08-21,318.9,-0.9984,0.121,0.791,0.087,318.0,322.7,318.0,1852655.0
2001-08-23,317.0,-0.9994,0.138,0.775,0.087,319.9,338.0,316.1,1741427.0
2001-08-24,315.15,-0.9981,0.121,0.788,0.09,318.0,318.25,314.2,1494388.0
2001-08-27,315.3,-0.9972,0.113,0.808,0.079,318.0,319.9,313.1,1311019.0
2001-08-28,312.85,-0.9985,0.112,0.816,0.072,313.9,317.7,312.2,1031974.0
2001-08-29,318.4,-0.9997,0.161,0.746,0.093,312.0,320.25,311.9,3467938.0
2001-08-30,319.1,-0.9835,0.075,0.864,0.061,317.25,321.4,315.0,1979924.0
2001-08-31,311.15,-0.9974,0.117,0.803,0.08,318.4,319.0,309.55,2813082.0
2001-09-03,312.7,-0.9981,0.124,0.784,0.092,311.0,315.0,311.0,1154757.0
2001-09-04,314.35,-0.92,0.093,0.819,0.089,312.9,316.4,308.65,1597075.0
2001-09-05,311.15,-0.9989,0.131,0.784,0.085,313.0,316.0,309.8,842904.0
2001-09-06,311.6,-0.9681,0.084,0.839,0.077,318.0,318.0,309.5,1211579.0
2001-09-07,307.7,-0.9993,0.143,0.78,0.078,313.7,313.7,306.05,1461504.0
2001-09-10,304.15,-0.9973,0.117,0.814,0.069,307.0,309.4,303.25,903087.0
2001-09-11,305.05,-0.9994,0.127,0.805,0.068,305.5,307.0,303.0,1047783.0
2001-09-12,297.9,-0.9988,0.1,0.833,0.067,295.0,301.5,276.05,2483919.0
2001-09-13,290.3,-0.9991,0.148,0.777,0.075,300.0,303.0,288.05,1442511.0
2001-09-14,261.3,-0.9995,0.155,0.754,0.091,291.7,291.7,261.3,2255672.0
2001-09-17,262.65,-0.999,0.16,0.747,0.093,252.25,265.5,241.0,7144868.0
2001-09-18,253.15,-0.8698,0.102,0.8,0.097,260.0,278.5,250.0,6214991.0
2001-09-19,246.9,-0.9975,0.097,0.842,0.061,260.0,261.5,243.15,3856295.0
2001-09-20,239.9,-0.9969,0.099,0.831,0.069,241.9,245.5,231.8,4366253.0
2001-09-21,216.65,-0.9945,0.097,0.846,0.057,233.65,234.0,215.95,5247232.0
2001-09-24,221.15,-0.9985,0.141,0.77,0.09,217.5,226.85,214.6,7276553.0
2001-09-25,206.6,-0.9986,0.122,0.801,0.078,225.1,229.0,203.6,7120552.0
2001-09-26,227.15,-0.9982,0.143,0.749,0.108,209.9,227.3,209.9,6554659.0
2001-09-27,241.7,-0.9983,0.128,0.818,0.055,214.95,244.8,214.95,9596340.0
2001-09-28,264.6,-0.9964,0.096,0.839,0.065,244.0,265.9,238.5,10410047.0
2001-10-01,259.55,-0.999,0.169,0.771,0.06,264.0,271.5,253.3,14585462.0
2001-10-03,246.6,-0.9843,0.093,0.829,0.078,261.0,261.9,242.1,7136734.0
2001-10-04,249.45,-0.9676,0.098,0.817,0.085,249.05,255.8,243.55,10646039.0
2001-10-05,250.65,-0.9948,0.117,0.795,0.088,249.0,257.0,243.6,5101125.0
2001-10-08,252.35,-0.9958,0.139,0.756,0.105,242.0,255.95,240.5,7420721.0
2001-10-09,253.1,-0.9985,0.16,0.769,0.071,255.0,257.8,249.2,7396572.0
2001-10-10,258.15,-0.9988,0.14,0.775,0.086,252.0,263.8,252.0,6465289.0
2001-10-11,265.4,-0.9745,0.074,0.878,0.048,260.0,268.7,260.0,5676629.0
2001-10-12,267.05,-0.9987,0.153,0.797,0.05,267.15,272.8,265.1,6271626.0
2001-10-15,273.6,-0.9981,0.146,0.782,0.072,265.6,276.7,263.0,4737266.0
2001-10-16,273.6,-0.9981,0.123,0.817,0.06,274.9,276.9,271.65,3240179.0
2001-10-17,284.55,-0.9981,0.129,0.814,0.057,275.0,286.7,273.0,4263961.0
2001-10-18,275.95,-0.9973,0.119,0.816,0.066,279.7,280.5,274.1,3020937.0
2001-10-19,276.5,-0.998,0.128,0.817,0.055,275.5,278.5,273.5,2778606.0
2001-10-22,272.8,-0.9975,0.141,0.777,0.082,276.75,283.4,270.0,3013785.0
2001-10-23,274.9,-0.9993,0.164,0.766,0.07,276.7,277.65,273.25,1895548.0
2001-10-24,265.95,-0.9955,0.137,0.783,0.08,278.0,278.0,264.6,3420857.0
2001-10-25,263.9,-0.9974,0.148,0.769,0.083,269.0,269.5,261.75,1980720.0
2001-10-29,260.45,-0.9992,0.16,0.772,0.068,266.0,270.4,257.1,2178728.0
2001-10-30,252.55,-0.9996,0.161,0.768,0.072,256.0,257.7,251.15,2477835.0
2001-10-31,254.4,-0.9973,0.128,0.807,0.065,254.0,258.45,248.25,7666865.0
2001-11-01,260.7,-0.971,0.077,0.859,0.064,257.0,262.9,255.25,3906455.0
2001-11-02,262.95,-0.9848,0.08,0.866,0.053,260.5,269.0,260.05,3162238.0
2001-11-05,261.5,-0.9387,0.089,0.837,0.073,263.4,263.4,257.25,2452036.0
2001-11-06,262.5,-0.9983,0.142,0.79,0.067,265.0,267.0,258.75,2407302.0
2001-11-07,259.1,-0.9991,0.14,0.802,0.058,265.5,266.5,256.3,1591291.0
2001-11-08,260.7,-0.9988,0.133,0.798,0.069,259.0,262.45,251.85,2968794.0
2001-11-09,264.05,-0.9051,0.088,0.827,0.084,263.5,266.45,260.3,2471591.0
2001-11-12,266.2,-0.9968,0.122,0.8,0.078,264.9,269.4,263.3,1982073.0
2001-11-13,268.45,-0.9827,0.097,0.825,0.079,266.0,269.5,263.3,2293943.0
2001-11-14,273.2,-0.7652,0.13,0.745,0.125,271.9,274.75,271.15,880830.0
2001-11-15,278.05,-0.957,0.101,0.834,0.065,273.0,279.7,272.0,2236477.0
2001-11-19,305.25,-0.9976,0.15,0.775,0.075,284.1,305.9,284.1,5072690.0
2001-11-20,291.05,-0.9986,0.13,0.799,0.07,310.0,311.0,288.0,3166328.0
2001-11-21,294.4,-0.9971,0.098,0.843,0.059,292.0,302.25,287.5,2899237.0
2001-11-22,291.9,-0.998,0.119,0.806,0.074,295.0,298.4,290.1,2249544.0
2001-11-23,291.9,-0.9898,0.106,0.818,0.076,292.0,296.5,284.75,2574077.0
2001-11-26,298.6,-0.9951,0.106,0.83,0.064,295.7,301.7,294.25,2619888.0
2001-11-27,293.2,-0.998,0.127,0.783,0.09,302.0,304.9,290.8,1982779.0
2001-11-28,290.55,-0.9976,0.124,0.809,0.067,293.2,294.25,285.3,2312724.0
2001-11-29,289.95,-0.9976,0.118,0.819,0.063,290.0,291.8,286.0,1742425.0
2001-12-03,290.45,-0.999,0.175,0.724,0.101,291.1,293.7,286.0,1912965.0
2001-12-04,298.5,-0.9743,0.068,0.871,0.06,292.0,301.0,291.0,2459911.0
2001-12-05,313.3,-0.9934,0.122,0.789,0.089,305.15,315.8,304.0,3263776.0
2001-12-06,309.95,-0.9983,0.115,0.797,0.088,320.0,324.5,306.1,3474221.0
2001-12-07,312.0,-0.9973,0.11,0.825,0.065,310.0,315.8,310.0,2170654.0
2001-12-10,315.05,-0.9978,0.129,0.794,0.077,311.0,319.95,311.0,1468582.0
2001-12-11,310.45,-0.9959,0.113,0.803,0.083,315.0,317.85,309.05,1647077.0
2001-12-12,311.0,-0.9925,0.098,0.848,0.055,313.0,319.9,309.1,1824971.0
2001-12-13,311.0,-0.9986,0.145,0.767,0.087,312.75,319.0,295.65,4118449.0
2001-12-14,310.3,-0.9986,0.162,0.728,0.11,311.0,312.0,305.25,1338554.0
2001-12-18,309.15,-0.9953,0.11,0.823,0.066,310.0,314.55,302.6,1545851.0
2001-12-19,308.7,-0.9954,0.119,0.797,0.085,313.9,313.9,307.0,2548940.0
2001-12-20,310.3,-0.9963,0.115,0.82,0.065,308.5,312.0,302.6,1761020.0
2001-12-21,310.35,-0.9971,0.104,0.828,0.067,305.0,311.5,305.0,1007333.0
2001-12-24,310.7,-0.9991,0.159,0.758,0.083,306.0,312.4,305.0,990393.0
2001-12-26,306.8,-0.9971,0.116,0.819,0.065,309.9,313.0,303.4,665579.0
2001-12-27,302.25,-0.9928,0.111,0.798,0.09,305.0,306.45,298.2,2556014.0
2001-12-28,301.9,-0.9956,0.121,0.796,0.083,300.0,304.9,289.2,2118135.0
2001-12-31,306.2,-0.9967,0.127,0.819,0.054,304.0,308.85,298.6,1160420.0
2002-01-01,305.0,-0.9976,0.135,0.758,0.107,304.9,308.9,302.6,688738.0
2002-01-02,303.6,-0.9922,0.087,0.845,0.068,304.05,306.0,301.0,684042.0
2002-01-03,296.45,-0.9962,0.089,0.847,0.063,305.0,306.95,295.25,1578252.0
2002-01-04,321.05,-0.9979,0.125,0.787,0.088,301.0,325.75,298.0,4477725.0
2002-01-07,320.0,-0.9507,0.1,0.811,0.089,319.0,330.55,317.3,3036656.0
2002-01-08,317.85,-0.9942,0.104,0.811,0.086,321.05,325.0,315.6,1644880.0
2002-01-09,328.35,-0.9974,0.099,0.829,0.071,320.0,335.5,316.1,6239242.0
2002-01-10,324.65,-0.9944,0.083,0.857,0.06,330.1,334.65,321.6,2451508.0
2002-01-11,326.8,-0.9996,0.156,0.774,0.07,327.0,335.0,318.05,3018935.0
2002-01-14,325.7,0.9959,0.093,0.784,0.123,331.0,344.0,322.25,4686848.0
2002-01-15,322.75,-0.8597,0.088,0.82,0.092,324.9,328.9,320.35,1655750.0
2002-01-16,320.25,-0.9984,0.13,0.782,0.088,325.1,326.5,316.1,1298119.0
2002-01-17,318.7,-0.9942,0.105,0.809,0.086,317.0,322.95,315.55,1953116.0
2002-01-18,311.6,-0.9959,0.126,0.771,0.104,329.9,329.9,308.5,2320552.0
2002-01-21,312.4,-0.9644,0.126,0.757,0.117,313.0,315.7,311.0,1061274.0
2002-01-22,312.6,-0.9987,0.115,0.798,0.088,312.0,318.8,309.05,1959952.0
2002-01-23,314.65,-0.9919,0.114,0.792,0.095,312.0,316.9,310.75,1175520.0
2002-01-24,313.55,-0.984,0.105,0.8,0.095,315.5,317.0,311.5,841987.0
2002-01-25,314.8,-0.9875,0.098,0.821,0.081,314.95,315.0,312.0,611098.0
2002-01-28,314.45,-0.9812,0.105,0.804,0.091,316.0,324.0,312.65,2349800.0
2002-01-29,316.6,-0.9962,0.116,0.793,0.092,316.0,318.45,313.9,1500965.0
2002-01-30,314.05,-0.9984,0.102,0.834,0.065,314.9,318.0,309.2,1422524.0
2002-01-31,300.1,-0.9949,0.1,0.83,0.07,321.0,321.0,297.6,6775563.0
2002-02-01,300.65,-0.997,0.129,0.784,0.087,300.65,305.4,298.1,4465761.0
2002-02-04,302.8,-0.7558,0.085,0.823,0.093,306.5,306.5,296.65,1917274.0
2002-02-05,293.9,-0.9973,0.089,0.857,0.054,298.0,302.0,292.1,3275195.0
2002-02-06,291.7,-0.998,0.127,0.776,0.097,295.0,297.5,290.35,4391361.0
2002-02-07,307.95,-0.9894,0.103,0.806,0.091,292.0,317.9,291.95,8115843.0
2002-02-08,311.2,-0.9966,0.102,0.826,0.073,308.0,314.5,306.2,4273563.0
2002-02-11,308.6,0.9954,0.073,0.838,0.09,314.0,317.0,307.1,2429376.0
2002-02-12,309.2,-0.9266,0.096,0.81,0.094,310.0,314.5,307.7,2890325.0
2002-02-13,310.0,-0.9958,0.124,0.771,0.105,310.0,313.0,309.25,3385204.0
2002-02-14,311.55,-0.9857,0.096,0.824,0.08,312.4,316.4,310.1,2006829.0
2002-02-15,315.6,-0.9982,0.135,0.767,0.098,313.0,319.8,311.15,4975464.0
2002-02-18,318.75,-0.9891,0.09,0.832,0.078,318.0,321.8,316.3,3554275.0
2002-02-19,320.85,0.9737,0.097,0.791,0.112,320.2,323.0,318.5,2857535.0
2002-02-20,317.05,-0.9982,0.103,0.833,0.064,317.5,318.45,313.15,1847756.0
2002-02-21,314.4,-0.9981,0.119,0.79,0.091,318.4,321.0,312.5,1412393.0
2002-02-22,314.9,-0.9954,0.125,0.77,0.104,313.0,315.35,312.6,833250.0
2002-02-25,314.7,-0.9957,0.115,0.789,0.096,315.2,316.75,313.0,864010.0
2002-02-26,321.35,-0.9974,0.131,0.77,0.1,317.4,324.0,315.6,2888459.0
2002-02-27,325.75,-0.9958,0.116,0.797,0.088,324.0,330.25,318.25,7214216.0
2002-02-28,307.85,-0.9988,0.144,0.76,0.096,326.8,329.35,305.05,5975319.0
2002-03-01,322.3,-0.9798,0.094,0.816,0.09,308.0,324.7,305.25,4515666.0
2002-03-04,313.65,-0.9982,0.134,0.761,0.105,334.0,340.0,312.0,11341344.0
2002-03-05,313.75,-0.9971,0.119,0.798,0.083,319.0,319.4,312.1,4373528.0
2002-03-06,307.65,-0.9981,0.131,0.777,0.092,308.0,321.5,306.4,3332257.0
2002-03-07,311.3,-0.9937,0.087,0.85,0.063,310.0,312.4,306.65,2191214.0
2002-03-08,306.95,-0.8563,0.097,0.807,0.096,311.9,314.5,305.65,1823928.0
2002-03-11,298.45,-0.9956,0.1,0.826,0.074,309.45,309.45,297.05,3978581.0
2002-03-12,292.25,0.9594,0.067,0.858,0.075,298.9,299.45,291.5,2613070.0
2002-03-13,293.65,0.7301,0.077,0.837,0.085,293.0,298.6,292.0,2769786.0
2002-03-14,297.5,0.8485,0.073,0.847,0.08,297.05,298.4,294.3,1581664.0
2002-03-15,308.05,-0.9986,0.134,0.771,0.095,298.25,309.45,298.25,4210330.0
2002-03-18,306.7,-0.9986,0.132,0.78,0.088,310.7,312.8,305.1,2059788.0
2002-03-19,299.6,-0.9987,0.13,0.781,0.09,307.0,307.7,298.25,1633645.0
2002-03-20,303.75,-0.999,0.133,0.777,0.09,301.0,304.85,298.5,2361710.0
2002-03-21,303.55,-0.9994,0.158,0.763,0.078,302.0,304.65,301.1,1151936.0
2002-03-22,303.8,-0.9975,0.112,0.812,0.076,299.9,304.6,297.1,1913748.0
2002-03-26,300.0,-0.9989,0.13,0.782,0.089,302.4,302.5,298.8,1259479.0
2002-03-27,300.1,-0.9992,0.136,0.778,0.086,302.9,303.4,294.85,2345581.0
2002-03-28,300.3,-0.9954,0.125,0.782,0.093,301.0,303.25,297.55,3009655.0
2002-04-01,302.15,-0.9883,0.098,0.817,0.085,301.65,308.3,299.3,2517677.0
2002-04-02,303.55,-0.9991,0.13,0.792,0.078,300.5,304.25,300.5,1501937.0
2002-04-03,298.95,-0.9985,0.156,0.747,0.097,303.45,303.45,297.55,1054076.0
2002-04-04,305.35,-0.9896,0.084,0.85,0.066,300.5,319.9,300.5,9876960.0
2002-04-05,305.7,0.9815,0.095,0.795,0.11,306.25,311.0,305.0,3322935.0
2002-04-08,303.0,-0.9997,0.171,0.746,0.083,307.25,308.2,302.05,1721676.0
2002-04-09,300.15,-0.9985,0.136,0.773,0.09,303.5,304.15,299.2,1413186.0
2002-04-10,296.25,-0.9988,0.132,0.794,0.073,300.0,302.2,294.4,2669631.0
2002-04-11,296.55,-0.9996,0.15,0.76,0.09,298.15,300.45,295.3,807700.0
2002-04-12,298.25,-0.9979,0.132,0.785,0.082,296.85,299.8,295.55,1022282.0
2002-04-15,294.45,0.9452,0.08,0.826,0.094,298.0,299.85,293.35,648078.0
2002-04-16,289.05,-0.9956,0.111,0.818,0.071,294.0,295.35,287.35,1507968.0
2002-04-17,290.05,-0.9993,0.152,0.762,0.086,291.85,292.4,288.65,938150.0
2002-04-18,292.35,-0.996,0.106,0.823,0.071,292.0,295.75,291.0,1930976.0
2002-04-19,284.7,-0.9994,0.158,0.763,0.079,292.55,299.0,282.25,1922269.0
2002-04-22,287.25,-0.9236,0.103,0.804,0.093,285.0,289.45,280.25,1757052.0
2002-04-23,291.2,-0.9994,0.15,0.779,0.071,288.2,294.6,286.15,3663176.0
2002-04-24,289.65,-0.9982,0.125,0.791,0.084,293.0,319.8,289.0,1200688.0
2002-04-25,287.0,-0.9994,0.154,0.79,0.056,290.5,290.9,285.2,1689884.0
2002-04-26,288.5,-0.9904,0.09,0.839,0.071,287.5,290.9,285.6,1129707.0
2002-04-29,275.3,-0.9878,0.085,0.847,0.068,289.0,289.0,272.65,4719600.0
2002-04-30,278.35,-0.9969,0.12,0.799,0.08,275.0,279.7,273.55,1688485.0
2002-05-02,284.35,-0.9617,0.08,0.853,0.067,283.95,286.0,281.5,1310034.0
2002-05-03,287.85,0.9772,0.079,0.819,0.102,285.0,289.95,284.7,1732728.0
2002-05-06,289.7,-0.9952,0.112,0.803,0.085,288.05,291.0,287.65,1357613.0
2002-05-07,293.15,-0.9994,0.147,0.77,0.083,289.0,294.3,287.15,1204058.0
2002-05-08,289.95,-0.9961,0.097,0.845,0.059,294.0,295.4,288.6,1764537.0
2002-05-09,291.45,-0.9989,0.128,0.805,0.068,292.5,294.75,289.25,1212407.0
2002-05-10,288.05,-0.9989,0.145,0.772,0.084,291.6,292.3,285.1,1315200.0
2002-05-13,286.0,-0.9699,0.077,0.863,0.059,290.0,290.0,285.3,852981.0
2002-05-14,283.7,-0.9988,0.147,0.775,0.078,287.8,288.9,283.0,901414.0
2002-05-15,282.9,-0.997,0.12,0.797,0.083,284.7,287.0,280.2,1085180.0
2002-05-16,277.9,-0.9888,0.111,0.797,0.092,284.0,284.3,275.15,1334319.0
2002-05-17,280.8,-0.9924,0.103,0.818,0.079,279.0,287.45,275.6,2884504.0
2002-05-20,276.2,-0.9109,0.11,0.785,0.104,289.7,289.8,272.5,2433608.0
2002-05-21,262.25,-0.9992,0.152,0.749,0.099,272.6,273.35,248.6,5668316.0
2002-05-22,258.75,-0.9992,0.156,0.746,0.098,261.45,262.5,255.0,2119125.0
2002-05-23,254.05,-0.9969,0.102,0.843,0.055,258.0,259.8,250.7,2037466.0
2002-05-24,270.6,-0.9985,0.137,0.775,0.088,260.3,274.0,260.3,3191087.0
2002-05-27,269.35,-0.9973,0.102,0.838,0.059,274.7,274.7,265.1,1792360.0
2002-05-28,260.0,-0.9977,0.127,0.795,0.078,267.8,267.8,258.1,2367956.0
2002-05-29,265.3,-0.9985,0.144,0.759,0.097,275.0,275.0,257.25,1763694.0
2002-05-30,261.45,-0.9991,0.14,0.785,0.075,260.35,269.65,260.35,2171241.0
2002-05-31,263.5,-0.9982,0.129,0.797,0.075,262.9,266.0,255.7,2155713.0
2002-06-03,270.35,-0.9982,0.133,0.792,0.075,267.55,271.95,262.2,2655047.0
2002-06-04,273.0,-0.9981,0.128,0.82,0.053,270.5,274.9,268.1,2121095.0
2002-06-05,274.4,-0.9958,0.129,0.785,0.086,273.0,277.5,272.0,1892112.0
2002-06-06,275.25,-0.9905,0.095,0.826,0.079,275.0,277.0,270.4,1813422.0
